ID,Name,Price,"Quantity on Hand"
2491,"Pale aqua Reclining Sofa","$1,119.99",177
2492,"English red Ottoman",$92.99,40
2493,"Sapphire blue Stool",$54.99,169
2494,"Light goldenrod yellow Plant Stand",$42.99,202
2495,"Medium turquoise End Table",$99.99,141
2496,"Gold Dresser",$599.99,250
2497,"Bronze Sofa",$1249.99,183
2498,"Violet Wardrobe",$719.99,90
2499,"Sunset Chaise Lounge",$235.99,124
2500,"Orange peel Sleeper Sofa","$1,279.99",173
2501,"Mint Bed",$389.99,132
2502,"Café au lait Reclining Sofa","$1,119.99",160
2503,"Mango Tango Sleeper Sofa","$1,279.99",206
2504,"Aqua Stool",$54.99,37
2505,"Royal yellow Reclining Loveseat","$1,023.99",243
2506,"Yale Blue Nightstand",$81.99,138
2507,"Mahogany Headboard",$222.99,124
2508,"Midnight blue Sofa",$1249.99,40
2509,"Cinnabar Coffee Table",$222.95,90
2510,"Light salmon Loveseat",$669.99,138
2511,"Canary Storage Bench",$194.99,205
2512,"USAFA blue Storage Bench",$194.99,200
2513,"Lime green Daybed",$711.99,30
2514,"Persimmon Headboard",$222.99,179
2515,"Midnight green Reclining Sofa","$1,119.99",55
2516,"Scarlet Bed",$389.99,141
2517,"Orange soda Daybed",$711.99,79
2518,"Rose pink Sofa",$1249.99,183
2519,"Seashell Daybed",$711.99,67
2520,"Indigo dye Storage Bench",$194.99,26
2521,"Celadon blue Loveseat",$669.99,125
2522,"Dark chocolate Plant Stand",$42.99,109
2523,"China pink Bed",$389.99,171
2524,"Lemon glacier Chaise Lounge",$235.99,68
2525,"Persian blue Bed",$389.99,194
2526,"Purple Dresser",$599.99,232
2527,"Silver chalice Dining Chair",$89.99,135
2528,"Purple Plum Stool",$54.99,221
2529,"Dark electric blue Sleeper Sofa","$1,279.99",32
2530,"Japanese violet Futon",$419.99,162
2531,"Steel blue Headboard",$222.99,67
2532,"May green Crib",$289,172
2533,"Candy apple red End Table",$99.99,149
2534,"Castleton green Ottoman",$92.99,164
2535,"Radical Red Ottoman",$92.99,174
2536,"Floral white Storage Bench",$194.99,98
2537,"Ultra pink Daybed",$711.99,235
2538,"Light orange Plant Stand",$42.99,249
2539,"Davy's grey Headboard",$222.99,94
2540,"Dark cyan Chaise Lounge",$235.99,158
2541,"Morning blue Daybed",$711.99,246
2542,"Fandango pink End Table",$99.99,143
2543,"Pine green Daybed",$711.99,91
2544,"Magenta haze Reclining Sofa","$1,119.99",47
2545,"Terra cotta Dining Chair",$89.99,80
2546,"Khaki Daybed",$711.99,91
2547,"Medium sea green Reclining Sofa","$1,119.99",222
2548,"Light pink Ottoman",$92.99,72
2549,"Razzle dazzle rose Bench",$114.99,131
2550,"Olive Drab Chaise Lounge",$235.99,244
2551,"Vegas gold Reclining Loveseat","$1,023.99",70
2552,"Blood red Dining Chair",$89.99,57
2553,"Sugar Plum End Table",$99.99,162
2554,"Rose Dust Bench",$114.99,52
2555,"Macaroni and Cheese Stool",$54.99,238
2556,"YInMn Blue Daybed",$711.99,29
2557,"Purple Loveseat",$669.99,193
2558,"Tyrian purple Reclining Sofa","$1,119.99",159
2559,"Baby pink Sleeper Sofa","$1,279.99",190
2560,"Blue-green Sleeper Sofa","$1,279.99",222
2561,"Vivid violet Stool",$54.99,113
2562,"Android green Bench",$114.99,81
2563,"Mango Stool",$54.99,38
2564,"Cadmium yellow Daybed",$711.99,218
2565,"Plum Bench",$114.99,139
2566,"Polished Pine Reclining Sofa","$1,119.99",204
2567,"Cadet blue Headboard",$222.99,183
2568,"Chinese yellow Reclining Loveseat","$1,023.99",186
2569,"Beau blue Dresser",$599.99,29
2570,"Burlywood Futon",$419.99,124
2571,"Magenta Bench",$114.99,103
2572,"Lavender Wardrobe",$719.99,99
2573,"Barn red Reclining Loveseat","$1,023.99",175
2574,"Japanese violet Bed",$389.99,139
2575,"Lapis lazuli Futon",$419.99,179
2576,"Brown Dresser",$599.99,178
2577,"Spanish carmine Reclining Sofa","$1,119.99",74
2578,"Candy pink Reclining Loveseat","$1,023.99",32
2579,"Mexican pink Dining Chair",$89.99,212
2580,"Unmellow yellow Wardrobe",$719.99,207
2581,"Opera mauve Stool",$54.99,177
2582,"Dark sky blue Bench",$114.99,156
2583,"Wild watermelon Storage Bench",$194.99,144
2584,"Cameo pink Wardrobe",$719.99,148
2585,"Royal blue Ottoman",$92.99,42
2586,"Honolulu blue Bed",$389.99,102
2587,"Shiny Shamrock Chaise Lounge",$235.99,92
2588,"Antique ruby Plant Stand",$42.99,209
2589,"Aquamarine Wardrobe",$719.99,194
2590,"Dark spring green End Table",$99.99,70
2591,"Persian orange Plant Stand",$42.99,222
2592,"Baby blue Dining Table",$800,166
2593,"Opal Reclining Loveseat","$1,023.99",169
2594,"Baby blue Headboard",$222.99,130
2595,"Blood red Nightstand",$81.99,80
2596,"Majorelle blue Daybed",$711.99,210
2597,"Bottle green Plant Stand",$42.99,218
2598,"Midnight blue Chaise Lounge",$235.99,78
2599,"Burnt orange Headboard",$222.99,196
2600,"Corn Storage Bench",$194.99,170
2601,"Mulberry Ottoman",$92.99,203
2602,"School Bus Yellow Reclining Sofa","$1,119.99",108
2603,"Medium sea green Chaise Lounge",$235.99,181
2604,"Deep jungle green Dining Chair",$89.99,42
2605,"Mystic maroon End Table",$99.99,98
2606,"Khaki Storage Bench",$194.99,81
2607,"International orange Stool",$54.99,25
2608,"Sienna Bench",$114.99,98
2609,"Dark orchid Reclining Loveseat","$1,023.99",218
2610,"Cerulean frost Sectional","$1,039.99",133
2611,"Tumbleweed brown Bench",$114.99,170
2612,"Vegas gold Dresser",$599.99,137
2613,"Russet brown Dining Chair",$89.99,71
2614,"Raspberry glace Bed",$389.99,76
2615,"Upsdell red Bench",$114.99,108
2616,"Pale pink Dining Chair",$89.99,61
2617,"Amaranth pink Coffee Table",$222.95,74
2618,"Radical Red Sleeper Sofa","$1,279.99",90
2619,"Ash gray Reclining Sofa","$1,119.99",156
2620,"Light slate gray Reclining Loveseat","$1,023.99",27
2621,"Polished Pine Sleeper Sofa","$1,279.99",85
2622,"Sienna Reclining Loveseat","$1,023.99",98
2623,"Ocean Blue Nightstand",$81.99,149
2624,"Purple Plum Loveseat",$669.99,93
2625,"Melon pink Stool",$54.99,228
2626,"Brink pink Bed",$389.99,113
2627,"Cocoa brown Reclining Loveseat","$1,023.99",172
2628,"Taupe gray Sleeper Sofa","$1,279.99",117
2629,"Spanish green Dresser",$599.99,199
2630,"French sky blue Wardrobe",$719.99,145
2631,"Avocado Bed",$389.99,93
2632,"Mandarin Nightstand",$81.99,182
2633,"Carolina blue Bed",$389.99,171
2634,"Vegas gold Dining Table",$800,93
2635,"Deep sky blue Reclining Loveseat","$1,023.99",171
2636,"English green Reclining Sofa","$1,119.99",80
2637,"Battleship grey Nightstand",$81.99,111
2638,"Green Sheen Dresser",$599.99,214
2639,"Ultra pink Nightstand",$81.99,201
2640,"Payne's grey Daybed",$711.99,129
2641,"Dark cornflower blue Sectional","$1,039.99",95
2642,"Eggplant Bench",$114.99,43
2643,"Roman silver Chaise Lounge",$235.99,122
2644,"Spanish blue Headboard",$222.99,178
2645,"Light sky blue Dining Table",$800,27
2646,"Maize Stool",$54.99,182
2647,"Prune Reclining Sofa","$1,119.99",49
2648,"Blanched almond Ottoman",$92.99,183
2649,"Pine tree Headboard",$222.99,166
2650,"Electric indigo Futon",$419.99,162
2651,"Orchid Dining Chair",$89.99,167
2652,"Light goldenrod yellow Sofa",$1249.99,194
2653,"Satin sheen gold Loveseat",$669.99,246
2654,"Pale Dogwood Futon",$419.99,110
2655,"Cyan Loveseat",$669.99,110
2656,"Mint green Wardrobe",$719.99,214
2657,"Shadow blue Reclining Sofa","$1,119.99",113
2658,"Pine tree Crib",$289,148
2659,"Celtic blue Storage Bench",$194.99,120
2660,"UA red Chaise Lounge",$235.99,71
2661,"Espresso Ottoman",$92.99,171
2662,"Magic mint Coffee Table",$222.95,217
2663,"Charcoal Storage Bench",$194.99,211
2664,"British racing green Dresser",$599.99,70
2665,"Rufous Dining Chair",$89.99,70
2666,"Spanish carmine Reclining Loveseat","$1,023.99",58
2667,"Payne's grey Dining Chair",$89.99,188
2668,"Bright navy blue End Table",$99.99,194
2669,"June bud Futon",$419.99,188
2670,"Mardi Gras purple Headboard",$222.99,37
2671,"French raspberry Futon",$419.99,115
2672,"Red-purple Storage Bench",$194.99,183
2673,"Electric green Chaise Lounge",$235.99,118
2674,"Antique fuchsia End Table",$99.99,58
2675,"Cosmic cobalt Sleeper Sofa","$1,279.99",50
2676,"Illuminating emerald Ottoman",$92.99,70
2677,"Beau blue Ottoman",$92.99,140
2678,"Celadon green Bench",$114.99,38
2679,"Rufous End Table",$99.99,107
2680,"Russian violet End Table",$99.99,204
2681,"Turtle green Dresser",$599.99,107
2682,"Pink lace Nightstand",$81.99,162
2683,"Light slate gray Plant Stand",$42.99,40
2684,"Black Storage Bench",$194.99,206
2685,"Spanish carmine Bed",$389.99,107
2686,"Denim Dresser",$599.99,128
2687,"Rose madder Bed",$389.99,244
2688,"Tumbleweed brown Bench",$114.99,157
2689,"Cadmium yellow Sofa",$1249.99,88
2690,"Ocean Blue End Table",$99.99,75
2691,"Fern green Headboard",$222.99,25
2692,"Tropical rainforest Futon",$419.99,187
2693,"Indian yellow Stool",$54.99,117
2694,"Apricot Dresser",$599.99,54
2695,"Rust Nightstand",$81.99,54
2696,"Jasmine Bed",$389.99,188
2697,"Pine tree Sectional","$1,039.99",64
2698,"Shocking pink Storage Bench",$194.99,178
2699,"Ash gray Reclining Sofa","$1,119.99",52
2700,"Pearly purple Sleeper Sofa","$1,279.99",137
2701,"Dark spring green Plant Stand",$42.99,137
2702,"Red-violet Sleeper Sofa","$1,279.99",69
2703,"Wine dregs maroon Sectional","$1,039.99",75
2704,"MSU green Storage Bench",$194.99,33
2705,"Dark turquoise Crib",$289,64
2706,"English lavender Dining Table",$800,217
2707,"Burlywood Dining Table",$800,219
2708,"Warm black Sofa",$1249.99,125
2709,"Lavender gray Stool",$54.99,114
2710,"Denim Stool",$54.99,246
2711,"Blue sapphire Chaise Lounge",$235.99,203
2712,"Oxford blue Coffee Table",$222.95,158
2713,"Red-violet Bed",$389.99,203
2714,"Cherry blossom pink Dining Table",$800,48
2715,"Han blue Ottoman",$92.99,123
2716,"Onyx End Table",$99.99,145
2717,"Misty rose Futon",$419.99,111
2718,"Super pink Dresser",$599.99,115
2719,"Mauve Storage Bench",$194.99,60
2720,"Beige Nightstand",$81.99,145
2721,"Ruby red Sectional","$1,039.99",199
2722,"Granite gray Crib",$289,191
2723,"Blue sapphire Bench",$114.99,200
2724,"Blood red Headboard",$222.99,233
2725,"Sizzling Sunrise yellow Dining Chair",$89.99,71
2726,"Lemon Plant Stand",$42.99,103
2727,"Eton blue Daybed",$711.99,86
2728,"Apricot Dining Table",$800,137
2729,"Vanilla ice Crib",$289,146
2730,"Vivid violet Ottoman",$92.99,43
2731,"Chartreuse Coffee Table",$222.95,192
2732,"Japanese carmine Ottoman",$92.99,135
2733,"Mulberry Crib",$289,181
2734,"Orange-red Reclining Sofa","$1,119.99",202
2735,"Brink pink Dresser",$599.99,179
2736,"Van Dyke brown Reclining Sofa","$1,119.99",127
2737,"Spanish red Dresser",$599.99,42
2738,"Pear Bench",$114.99,239
2739,"Venetian red Daybed",$711.99,42
2740,"Pullman Brown Nightstand",$81.99,200
2741,"Light slate gray Crib",$289,172
2742,"Sand dune Dining Table",$800,47
2743,"Brick red Bed",$389.99,51
2744,"Snow white Dining Table",$800,52
2745,"Columbia Blue Reclining Loveseat","$1,023.99",212
2746,"Portland Orange Bed",$389.99,211
2747,"Dark slate gray Chaise Lounge",$235.99,66
2748,"Mint Daybed",$711.99,237
2749,"Ultramarine blue Reclining Sofa","$1,119.99",102
2750,"Amaranth purple End Table",$99.99,234
2751,"Old mauve Reclining Loveseat","$1,023.99",121
2752,"Carolina blue Daybed",$711.99,170
2753,"Green Sheen Coffee Table",$222.95,185
2754,"Desert sand Coffee Table",$222.95,150
2755,"Yellow Daybed",$711.99,181
2756,"Ruby Dining Chair",$89.99,114
2757,"Dark blue-gray Futon",$419.99,40
2758,"Royal yellow Headboard",$222.99,137
2759,"Venetian red Chaise Lounge",$235.99,100
2760,"Resolution blue Plant Stand",$42.99,126
2761,"Silver chalice Sectional","$1,039.99",120
2762,"Blue jeans Futon",$419.99,135
2763,"Thistle grey Daybed",$711.99,171
2764,"Wisteria purple Crib",$289,246
2765,"Fandango pink Futon",$419.99,25
2766,"Deep chestnut Sleeper Sofa","$1,279.99",101
2767,"Desert sand Crib",$289,27
2768,"Cerulean blue Nightstand",$81.99,232
2769,"Satin sheen gold Ottoman",$92.99,41
2770,"French lime Sleeper Sofa","$1,279.99",238
2771,"Maximum blue purple Sectional","$1,039.99",34
2772,"Twilight lavender Chaise Lounge",$235.99,157
2773,"Khaki Reclining Sofa","$1,119.99",174
2774,"Olive Ottoman",$92.99,76
2775,"Spring Frost Nightstand",$81.99,206
2776,"Phthalo green Wardrobe",$719.99,26
2777,"Bud green Loveseat",$669.99,160
2778,"Flax End Table",$99.99,248
2779,"True Blue End Table",$99.99,96
2780,"Hot pink Headboard",$222.99,50
2781,"Dark spring green Sectional","$1,039.99",241
2782,"Dark khaki Chaise Lounge",$235.99,100
2783,"Maximum yellow red Ottoman",$92.99,163
2784,"Maximum blue purple Dresser",$599.99,94
2785,"Teal blue End Table",$99.99,94
2786,"Cinnamon Satin Coffee Table",$222.95,170
2787,"Chili red Storage Bench",$194.99,190
2788,"Titanium yellow Stool",$54.99,239
2789,"Café au lait Plant Stand",$42.99,196
2790,"Majorelle blue End Table",$99.99,35
2791,"Tan Stool",$54.99,91
2792,"Tuscan brown Stool",$54.99,194
2793,"Tickle Me Pink Wardrobe",$719.99,184
2794,"Dark cyan Crib",$289,176
2795,"Barn red Futon",$419.99,76
2796,"May green Coffee Table",$222.95,114
2797,"Dark chocolate Headboard",$222.99,59
2798,"Misty moss green Chaise Lounge",$235.99,188
2799,"Chocolate Dresser",$599.99,221
2800,"Neon fuchsia Futon",$419.99,80
2801,"Apricot Loveseat",$669.99,108
2802,"Queen blue Coffee Table",$222.95,27
2803,"Lavender blue Reclining Loveseat","$1,023.99",81
2804,"Desert Daybed",$711.99,161
2805,"Aero blue End Table",$99.99,176
2806,"Robin egg blue Futon",$419.99,86
2807,"Dark jungle green Nightstand",$81.99,232
2808,"Electric blue Bench",$114.99,78
2809,"Deep saffron Dining Chair",$89.99,42
2810,"Dartmouth green Sectional","$1,039.99",143
2811,"Denim Sleeper Sofa","$1,279.99",188
2812,"Safety yellow Dining Chair",$89.99,178
2813,"Taupe gray Coffee Table",$222.95,239
2814,"Mellow yellow Sofa",$1249.99,170
2815,"Lilac Stool",$54.99,194
2816,"Glossy grape Bench",$114.99,110
2817,"Jungle green Futon",$419.99,57
2818,"Lemon meringue Coffee Table",$222.95,44
2819,"Heliotrope End Table",$99.99,97
2820,"Maroon Crib",$289,92
2821,"B'dazzled blue Storage Bench",$194.99,227
2822,"Dark lava Storage Bench",$194.99,156
2823,"Star command blue Bed",$389.99,86
2824,"Psychedelic purple Bed",$389.99,58
2825,"Fiery rose Sectional","$1,039.99",143
2826,"Metallic Sunburst Reclining Loveseat","$1,023.99",122
2827,"Electric violet Futon",$419.99,41
2828,"Moss green Dresser",$599.99,166
2829,"Middle red Chaise Lounge",$235.99,121
2830,"Vivid tangerine Reclining Loveseat","$1,023.99",100
2831,"Fandango pink Coffee Table",$222.95,153
2832,"Slate gray Storage Bench",$194.99,208
2833,"Fuchsia Loveseat",$669.99,134
2834,"Dark lava Reclining Loveseat","$1,023.99",38
2835,"Blue jeans Reclining Loveseat","$1,023.99",210
2836,"Mahogany Headboard",$222.99,68
2837,"Bitter lemon Chaise Lounge",$235.99,31
2838,"Coffee Sleeper Sofa","$1,279.99",54
2839,"Rosy brown Loveseat",$669.99,168
2840,"Smoky black Stool",$54.99,218
2841,"Queen blue Bed",$389.99,151
2842,"Queen blue Stool",$54.99,53
2843,"Brandy Storage Bench",$194.99,73
2844,"Cadmium orange Plant Stand",$42.99,50
2845,"French lime Dining Table",$800,173
2846,"Process yellow Bench",$114.99,163
2847,"Charm pink Dining Table",$800,111
2848,"Celadon green Reclining Loveseat","$1,023.99",77
2849,"Mauve taupe Loveseat",$669.99,33
2850,"Celadon blue Bed",$389.99,38
2851,"Dogwood rose Wardrobe",$719.99,104
2852,"Indigo Chaise Lounge",$235.99,60
2853,"Pacific blue Ottoman",$92.99,78
2854,"Apricot Bed",$389.99,25
2855,"Royal purple Daybed",$711.99,215
2856,"Apple green Wardrobe",$719.99,188
2857,"French blue Plant Stand",$42.99,95
2858,"French beige Sofa",$1249.99,83
2859,"Lapis lazuli End Table",$99.99,127
2860,"Orange-yellow Sectional","$1,039.99",189
2861,"Cadet blue Sleeper Sofa","$1,279.99",217
2862,"Ultra pink Daybed",$711.99,163
2863,"Dark sky blue Sectional","$1,039.99",122
2864,"Fluorescent blue Nightstand",$81.99,141
2865,"Magic mint Ottoman",$92.99,166
2866,"Android green Sectional","$1,039.99",163
2867,"Jasmine Reclining Loveseat","$1,023.99",41
2868,"Baby blue Dining Chair",$89.99,186
2869,"Raisin black Reclining Sofa","$1,119.99",229
2870,"Razzmatazz Futon",$419.99,72
2871,"Medium slate blue Storage Bench",$194.99,95
2872,"Dark salmon Reclining Loveseat","$1,023.99",150
2873,"Rusty red Ottoman",$92.99,177
2874,"Turquoise green Loveseat",$669.99,217
2875,"Auburn Bed",$389.99,91
2876,"Magenta Headboard",$222.99,155
2877,"Periwinkle Dining Table",$800,240
2878,"School Bus Yellow Plant Stand",$42.99,193
2879,"French violet Wardrobe",$719.99,58
2880,"OU Crimson red Wardrobe",$719.99,198
2881,"Majorelle blue Wardrobe",$719.99,87
2882,"Bright yellow Dining Table",$800,95
2883,"Indigo Wardrobe",$719.99,26
2884,"Light blue Coffee Table",$222.95,104
2885,"Van Dyke brown Loveseat",$669.99,28
2886,"Magenta Plant Stand",$42.99,112
2887,"Mustard yellow Sofa",$1249.99,34
2888,"Taupe gray Loveseat",$669.99,58
2889,"International orange Chaise Lounge",$235.99,87
2890,"Imperial red Sofa",$1249.99,127
2891,"Thistle grey Wardrobe",$719.99,28
2892,"Corn Futon",$419.99,219
2893,"Blue End Table",$99.99,187
2894,"Baker-Miller pink Reclining Sofa","$1,119.99",204
2895,"Tan Ottoman",$92.99,186
2896,"Maximum blue Reclining Sofa","$1,119.99",62
2897,"Dark jungle green Dining Table",$800,38
2898,"Papaya whip Wardrobe",$719.99,234
2899,"Olive Crib",$289,174
2900,"Pictorial carmine Sectional","$1,039.99",92
2901,"Egyptian blue Sectional","$1,039.99",92
2902,"Pacific blue Wardrobe",$719.99,198
2903,"Vanilla ice End Table",$99.99,166
2904,"Blue-violet Bench",$114.99,72
2905,"Dark sienna Bed",$389.99,109
2906,"Light pink Sofa",$1249.99,47
2907,"Purple Headboard",$222.99,154
2908,"Wood brown Reclining Sofa","$1,119.99",64
2909,"Bronze Sofa",$1249.99,156
2910,"Prussian blue Dresser",$599.99,163
2911,"Amazon green Dining Table",$800,246
2912,"French mauve Wardrobe",$719.99,39
2913,"Light salmon Reclining Loveseat","$1,023.99",132
2914,"Floral white Stool",$54.99,36
2915,"UP maroon Chaise Lounge",$235.99,79
2916,"Vivid tangerine Stool",$54.99,204
2917,"Dark slate gray Headboard",$222.99,247
2918,"Maximum red purple Reclining Loveseat","$1,023.99",111
2919,"Jungle green Daybed",$711.99,163
2920,"Desert Sectional","$1,039.99",209
2921,"Pullman Brown Chaise Lounge",$235.99,66
2922,"Rojo Spanish red Reclining Sofa","$1,119.99",61
2923,"Mauvelous Crib",$289,25
2924,"Manatee grey Sofa",$1249.99,83
2925,"French lime Reclining Sofa","$1,119.99",224
2926,"French lime Ottoman",$92.99,172
2927,"Earth yellow Ottoman",$92.99,37
2928,"Liseran purple Loveseat",$669.99,225
2929,"French raspberry Reclining Loveseat","$1,023.99",81
2930,"Spring bud Dining Chair",$89.99,93
2931,"Melon pink Bed",$389.99,234
2932,"Pansy purple Bench",$114.99,226
2933,"Android green Stool",$54.99,230
2934,"Persimmon Reclining Sofa","$1,119.99",159
2935,"Blast-off bronze Loveseat",$669.99,194
2936,"Old lavender Loveseat",$669.99,79
2937,"Maximum blue Nightstand",$81.99,126
2938,"Denim Daybed",$711.99,226
2939,"Persian pink Wardrobe",$719.99,64
2940,"Black coral Wardrobe",$719.99,33
2941,"Upsdell red Stool",$54.99,122
2942,"Sea green Daybed",$711.99,126
2943,"Old rose Bench",$114.99,115
2944,"Roman silver End Table",$99.99,217
2945,"Tuscan tan Loveseat",$669.99,217
2946,"Fandango pink Reclining Sofa","$1,119.99",158
2947,"India green Crib",$289,146
2948,"Medium aquamarine End Table",$99.99,37
2949,"French raspberry Dresser",$599.99,119
2950,"China rose Loveseat",$669.99,56
2951,"Aquamarine Loveseat",$669.99,115
2952,"Peach puff Headboard",$222.99,90
2953,"Majorelle blue Dining Table",$800,95
2954,"Sunray gold Sleeper Sofa","$1,279.99",164
2955,"Dark green Bed",$389.99,82
2956,"Field drab End Table",$99.99,139
2957,"Old lace Ottoman",$92.99,34
2958,"Flame Coffee Table",$222.95,213
2959,"Outrageous Orange Wardrobe",$719.99,106
2960,"Paris Green Dresser",$599.99,211
2961,"Orchid Plant Stand",$42.99,150
2962,"Dodger blue Reclining Sofa","$1,119.99",232
2963,"French sky blue Chaise Lounge",$235.99,243
2964,"Metallic Sunburst Sectional","$1,039.99",249
2965,"Lemon curry Sectional","$1,039.99",56
2966,"Almond Sleeper Sofa","$1,279.99",150
2967,"Blue-green Coffee Table",$222.95,80
2968,"Granny Smith apple Coffee Table",$222.95,32
2969,"Dark sienna Ottoman",$92.99,92
2970,"Windsor tan Storage Bench",$194.99,96
2971,"Cyber yellow Reclining Sofa","$1,119.99",78
2972,"Amaranth red Bed",$389.99,77
2973,"Pale purple Reclining Sofa","$1,119.99",210
2974,"Scarlet End Table",$99.99,100
2975,"Light orange Coffee Table",$222.95,119
2976,"Cerulean blue Headboard",$222.99,140
2977,"Olivine Loveseat",$669.99,104
2978,"Light green Sleeper Sofa","$1,279.99",151
2979,"Vermilion Stool",$54.99,159
2980,"Lawn green Storage Bench",$194.99,36
2981,"Mauve taupe Nightstand",$81.99,213
2982,"Slate blue Dresser",$599.99,150
2983,"Dodger blue Plant Stand",$42.99,152
2984,"Dark magenta Sleeper Sofa","$1,279.99",54
2985,"Coral pink Headboard",$222.99,211
2986,"Bleu de France Ottoman",$92.99,218
2987,"Dark green Headboard",$222.99,126
2988,"Firebrick Crib",$289,150
2989,"Russian green Futon",$419.99,210
2990,"Middle red Sofa",$1249.99,117
2991,"Cerulean frost Futon",$419.99,198
2992,"Black olive Daybed",$711.99,215
2993,"Brandy Crib",$289,92
2994,"Granny Smith apple Crib",$289,214
2995,"Amazon green Coffee Table",$222.95,212
2996,"Thulian pink Wardrobe",$719.99,176
2997,"Black bean Sleeper Sofa","$1,279.99",78
2998,"Tango pink Dresser",$599.99,119
2999,"Dark slate blue Chaise Lounge",$235.99,191
3000,"Laurel green Bed",$389.99,61
3001,"Wheat gold Sectional","$1,039.99",77
3002,"June bud Sleeper Sofa","$1,279.99",146
3003,"Pacific blue Coffee Table",$222.95,77
3004,"Maximum blue purple Loveseat",$669.99,156
3005,"Ash gray Daybed",$711.99,27
3006,"Queen blue Loveseat",$669.99,136
3007,"Gold Fusion Reclining Sofa","$1,119.99",144
3008,"Celtic blue Loveseat",$669.99,166
3009,"Japanese carmine Daybed",$711.99,118
3010,"Rose vale Dining Table",$800,89
3011,"Laurel green Daybed",$711.99,215
3012,"Canary yellow Reclining Loveseat","$1,023.99",73
3013,"Mauve Coffee Table",$222.95,198
3014,"Violet Bench",$114.99,75
3015,"Medium candy apple red Loveseat",$669.99,242
3016,"Blue sapphire Sofa",$1249.99,186
3017,"Mauve Sleeper Sofa","$1,279.99",48
3018,"Medium champagne Wardrobe",$719.99,226
3019,"Upsdell red Chaise Lounge",$235.99,168
3020,"Caribbean green Sleeper Sofa","$1,279.99",231
3021,"Pakistan green Futon",$419.99,97
3022,"Mimi pink Reclining Sofa","$1,119.99",245
3023,"Wild blue yonder Wardrobe",$719.99,83
3024,"Khaki Loveseat",$669.99,201
3025,"Candy pink Dining Table",$800,137
3026,"Maximum green yellow Dining Chair",$89.99,173
3027,"Tufts blue Sofa",$1249.99,121
3028,"Rose Pompadour End Table",$99.99,215
3029,"Teal Headboard",$222.99,140
3030,"Middle yellow Sectional","$1,039.99",88
3031,"Light salmon Bench",$114.99,126
3032,"Old silver Dining Table",$800,88
3033,"Spanish carmine Dining Table",$800,101
3034,"Maximum green Reclining Loveseat","$1,023.99",235
3035,"Linen Bench",$114.99,108
3036,"Blue jeans Loveseat",$669.99,164
3037,"Hot pink Crib",$289,135
3038,"Bright yellow End Table",$99.99,136
3039,"Medium turquoise Storage Bench",$194.99,67
3040,"Floral white End Table",$99.99,91
3041,"Bitter lemon Headboard",$222.99,29
3042,"Old rose Dining Chair",$89.99,93
3043,"Salmon pink Bed",$389.99,32
3044,"Amaranth red Bed",$389.99,137
3045,"Dark spring green Sectional","$1,039.99",36
3046,"Coral Sofa",$1249.99,238
3047,"Mint cream Sofa",$1249.99,130
3048,"Dark olive green Bed",$389.99,66
3049,"Sapphire Daybed",$711.99,131
3050,"Laser lemon Sofa",$1249.99,98
3051,"Metallic Seaweed Wardrobe",$719.99,186
3052,"Green Lizard Nightstand",$81.99,101
3053,"Black coffee Daybed",$711.99,211
3054,"Alice blue Storage Bench",$194.99,94
3055,"Maximum yellow Sofa",$1249.99,62
3056,"Pale aqua End Table",$99.99,128
3057,"Pacific blue Daybed",$711.99,35
3058,"Little boy blue Dining Chair",$89.99,107
3059,"Dark orange Stool",$54.99,92
3060,"Outrageous Orange Futon",$419.99,107
3061,"Linen Coffee Table",$222.95,247
3062,"Green-blue Plant Stand",$42.99,150
3063,"Wheat gold Storage Bench",$194.99,163
3064,"Ghost white Crib",$289,108
3065,"Pastel pink Bed",$389.99,52
3066,"Cambridge blue Ottoman",$92.99,31
3067,"Shadow blue Futon",$419.99,100
3068,"Copper penny Reclining Sofa","$1,119.99",204
3069,"Midnight green Sectional","$1,039.99",108
3070,"Neon fuchsia Crib",$289,112
3071,"Mystic maroon Crib",$289,186
3072,"Mango Dresser",$599.99,93
3073,"Golden yellow Sleeper Sofa","$1,279.99",244
3074,"Spanish blue End Table",$99.99,100
3075,"Bright maroon Storage Bench",$194.99,167
3076,"Red-violet Coffee Table",$222.95,242
3077,"Hot magenta Loveseat",$669.99,245
3078,"Dark orchid Dresser",$599.99,54
3079,"Corn Headboard",$222.99,47
3080,"Middle purple Dining Chair",$89.99,216
3081,"Key lime Sofa",$1249.99,238
3082,"Mauve Reclining Sofa","$1,119.99",143
3083,"Violet Dining Table",$800,37
3084,"Sky blue Dresser",$599.99,182
3085,"Lion gold Futon",$419.99,105
3086,"Lemon Futon",$419.99,104
3087,"Pale purple Sectional","$1,039.99",152
3088,"Burnt sienna Dresser",$599.99,179
3089,"Dark blue-gray Reclining Loveseat","$1,023.99",142
3090,"White Chaise Lounge",$235.99,47
3091,"Titanium yellow Crib",$289,90
3092,"Dartmouth green Coffee Table",$222.95,233
3093,"Cinnamon Satin Nightstand",$81.99,30
3094,"Rose quartz End Table",$99.99,36
3095,"Neon blue Plant Stand",$42.99,169
3096,"French raspberry Wardrobe",$719.99,237
3097,"Pale purple Loveseat",$669.99,48
3098,"Seashell Dining Table",$800,133
3099,"Dark sea green Nightstand",$81.99,195
3100,"Coyote brown Coffee Table",$222.95,166
3101,"Medium blue Nightstand",$81.99,75
